97.54716981132076,64,1167,1167,-1, -1
89.06976744186046,63,-1, -1,-1, -1
82.14634146341464,63,1169.6666666666665,1117,-1, -1
71.46428571428571,57,1183.75,1099,-1, -1
67.16949152542372,57,1242.2,1190,-1, -1
60.92063492063492,54,1189,1176,72603,72603
59.71666666666667,50,1200.25,1077,77645.33333333333,77138
55.96666666666667,49,1216.4285714285713,1132,77834.5,75935
53.193548387096776,49,1251.6666666666665,1182,76125.22222222222,72813
51.6,44,1208.3846153846155,1008,76364.33333333333,71787
49.67213114754099,44,1190.1333333333332,1070,75556.21428571428,70858
45.67213114754099,41,1179.888888888889,1101,74802.63157894736,69922
46.62903225806451,41,1173.9130434782608,1084,73178.09090909091,68266
45.24193548387097,41,1143.3846153846155,1046,71037.88235294117,68914
43.37931034482759,41,1131.25,1052,69912.46428571428,68810
42.733333333333334,41,1118.6818181818182,1047,69544.57575757576,68270
44.6031746031746,41,1097.896551724138,1027,69024.43333333333,67552
42.87096774193548,41,1074.05,999,68600.16129032258,66427
43.82258064516129,41,1063.6052631578946,1002,67649.63636363637,66341
43.904761904761905,41,1031.6470588235295,977,68472.14285714286,66968
43.58064516129032,41,1020.4736842105262,958,67634.04166666666,66539
43.516129032258064,41,1001.1777777777778,971,67162.96666666666,65922
45.61290322580645,41,1000.5,954,66655.08,65477
44.278688524590166,41,990.3191489361702,937,66625.46875,64695
44.672413793103445,41,970.695652173913,932,66371.63333333333,65111
43.41269841269841,41,967.9615384615386,925,65886.78571428571,64763
42.77777777777778,40,958.1555555555556,912,65916.74074074073,64529
46.03225806451613,40,946.1190476190476,917,65450.22222222222,64140
45.483333333333334,40,940.1707317073171,911,65454.12,64348
42.596774193548384,40,935.7037037037037,903,65170.32352941176,64034
41.63492063492063,40,923.6545454545454,894,65164.07142857143,63528
43.354838709677416,40,921.290909090909,889,65044.51851851852,63890
41.9672131147541,40,912.6274509803922,886,64660.75,63693
41.7,40,907.08,886,64620.10526315789,63373
43.08064516129032,40,899.78,877,64150.242424242424,63381
43.14285714285714,40,896.5490196078431,877,64132.13888888888,63283
42.9,40,897.132075471698,876,63979.62857142857,63269
42.22222222222222,40,894.3090909090909,873,64053.678571428565,63306
42.73770491803279,40,895.4897959183672,863,64170.96875,63290
41.61904761904761,40,887.1509433962264,861,64031,63236
42.483333333333334,40,886.2340425531914,858,64043.88571428571,63345
42.06666666666666,40,886.6862745098039,858,64291.32432432433,63381
42.58064516129032,40,881.3617021276596,855,64269.166666666664,63314
42,40,887.1860465116279,859,64325.642857142855,63543
42.42622950819673,40,883.7826086956521,856,64336.63333333333,63429
42.854838709677416,40,872.9200000000001,837,64121.58064516129,63389
43.950819672131146,40,880.3777777777779,837,64378.76666666666,63386
41.950819672131146,40,873.0208333333333,837,64162.97368421052,63386
41.58064516129032,40,856.5238095238095,833,64134.60714285714,63386
41.91935483870968,40,856.8367346938775,833,64020.31578947368,63386
41.65573770491803,40,847.3846153846154,831,63820.775,63386
43.13114754098361,40,857.5094339622641,832,63877.290322580644,63386
44.16129032258064,40,857.4259259259259,830,63843.02380952381,63339
42.460317460317455,40,849.34,824,63850.89743589743,63363
41.41935483870968,40,848.088888888889,816,63867.79487179487,63187
43,40,835.6511627906976,813,63833.08108108109,63308
42.8,40,832.5178571428571,813,63828.71052631579,63305
41.76190476190476,40,831.3061224489795,813,63951.42424242425,63240
42.583333333333336,40,830.76,810,63889.4358974359,63257
44.06349206349206,40,837.8125,810,63806.30303030303,63290
42.17741935483871,40,826.4038461538462,809,63901.818181818184,63228
42.36507936507936,40,823.9411764705882,806,63981.64516129032,63228
43.17460317460317,40,833.595744680851,798,64069.36666666667,63317
43,40,832.6666666666666,798,63992.305555555555,63280
42.17460317460317,40,813.3125,798,63866.565217391304,63280
43.68333333333333,40,816.7090909090908,798,63740.91891891892,63104
42.35,40,818.754716981132,790,63724.65789473684,63104
42.54098360655738,40,814.9615384615385,793,63913.54285714286,63105
42.016393442622956,40,820.7647058823529,788,63779.375,63097
42,40,816.0566037735849,789,63932.625,63199
42.079365079365076,40,818.8181818181819,782,64004.299999999996,63122
42.95,40,809.0681818181819,774,63829.68421052631,63081
41.84126984126984,40,816.1363636363636,774,63825.475000000006,63081
42.725806451612904,40,820.4117647058823,774,63676.63888888888,63058
42.36666666666667,40,794.3703703703703,770,63770.51282051282,63081
44.806451612903224,40,794.58,770,63711.36111111111,63077
42.596774193548384,40,795.0208333333333,770,63648.79069767442,62993
42.898305084745765,40,794.0701754385965,770,63714.83333333333,62934
42.476190476190474,40,786.4222222222222,770,63588.30952380952,62934
44.09836065573771,40,786.566037735849,766,63611.23529411764,62934
44.483870967741936,40,786.5,766,63534.34210526315,62934
42.274193548387096,40,783.6666666666666,766,63502.64705882353,62974
42.786885245901644,40,780.0208333333333,763,63613.89189189189,62890
41.704918032786885,40,781.9583333333333,763,63688.967741935485,62907
42.666666666666664,40,788.625,763,63637.31428571428,62993
45.05,40,784.1960784313725,763,63640.66666666667,62972
41.25,40,780.4363636363636,763,63528.13513513514,62908
41.42622950819673,40,777.7291666666666,763,63571.775,62987
43.81967213114754,40,782.2244897959183,763,63553.97297297297,62993
43.64516129032258,40,786.0697674418604,763,63571.09756097561,62941
42.032786885245905,40,778.1489361702128,763,63580.30952380952,62835
41.90322580645161,40,781.7551020408163,760,63753.41176470588,62993
44.95161290322581,40,776.6470588235294,756,63539.153846153844,62993
42.94915254237288,40,778.8571428571428,756,63711.30952380952,62993
42.2063492063492,40,774.0727272727272,756,63465.67441860465,62868
42.80327868852459,40,775.537037037037,756,63673.32432432433,62945
42.53225806451613,40,772.5849056603773,756,63536.82051282051,62868
41.68333333333333,40,776.542372881356,756,63498.05,62898
41.622950819672134,40,778.6037735849056,756,63568.25714285714,62993
42.58730158730158,40,775.1818181818181,756,63567.97222222222,62943
42.77049180327869,40,779.7307692307693,756,63447.9268292683,62926
44.74193548387097,40,777.6875,756,63315.243902439026,62752
41.74193548387097,40,777.0980392156863,756,63506.58333333333,62926
41.75409836065574,40,772.290909090909,756,63307.86666666667,62903
42.12698412698413,40,769.6666666666666,755,63581.58974358974,62845
43.932203389830505,40,775.1964285714286,756,63533.317073170736,62926
42.95161290322581,40,772.5849056603773,756,63430.67647058824,62926
41.774193548387096,40,776.12,756,63443.30303030303,62920
43.16129032258064,40,775.2727272727273,756,63419.868421052626,62858
